Order ID,Customer Name,Segment,City,State,Country,Region,Product Name,Category,Sub-Category,Quantity,Unit Price,Discount,Sales,Salesperson,Order Date,Ship Date,Ship Mode,Payment
CA-2024-001701,Darrin Van Huff,Corporate,Los Angeles,California,United States,Central,Logitech MX Master Mouse,technology,Accessories,4,$89.99,0.0,359.96,Diana,"Apr 21, 2022",2022-04-28,First Class,Debit Card
CA-2021-000318,Darrin Van Huff,Corporate,Los Angeles,California,United States,Central,Xerox 1967,OFFICE SUPPLIES,Paper,11,7.23,0.2,63.62,Anna,2023-08-03,2023-08-10,Second Class,
CA-2021-000649,Neil French,Corporate,Dover,Delaware,United States,East,Apple iPhone 14, Technology,Phones,3,748.46,0.3,1571.77,Diana,03/12/2021,2021-03-19,First Class,PayPal
CA-2022-001435,Brosina Hoffman,Consumer,Los Angeles,California,United States,East,Cisco TelePresence,TECHNOLOGY,Phones,6,4318.0,,25908.0,Farah,"Aug 09, 2022",2022-08-11,Second Class,Bank Transfer
CA-2022-001480,Neil French,Corporate,Dover,Delaware,United States,Central,Samsung 27in Monitor, Technology,Machines,14,378.53,0.0,5299.42,Diana,"Dec 30, 2023",2024-01-03,First Class,Debit Card
CA-2021-000710,Harold Pawlan,Home Office,Fort Worth,Texas,United States,Central,Canon PC1080F Copier, Technology,Copiers,15,542.22,0.3,5693.31,Anna,"Nov 22, 2023",2023-11-24,Same Day,Net 30
CA-2022-001383,Andrew Allen,Consumer,Concord,North Carolina,United States,West,Apple iPhone 14,Technology,Phones,11,824.34,0.0,9067.74,,2021-10-26,2021-10-29,Same Day,Net 30
CA-2022-001283,Pete Kriz,Consumer,Madison,Wisconsin,United States,Central,Fellowes PB500 Binder,Office Supplies,Binders,2,195.22,0.0,390.44,Ethan,05/30/2021,2021-06-05,Same Day,PayPal
CA-2023-001769,Brosina Hoffman,Consumer,Los Angeles,California,United States,South,Apple iPhone 14,Technology,Phones,12,767.02,0.0,9204.24,Diana,"July 18, 2022",2022-07-23,Standard Class,PayPal
CA-2023-000973,Andrew Allen,Consumer,Concord,North Carolina,United States,East,Ikea Galant Desk,FURNITURE,Tables,4,316.54,0.0,1266.16,Bob,"March 18, 2024",2024-03-24,Standard Class,Net 30
CA-2024-000628,Irene Maddox,Consumer,Seattle,Washington,United States,Central,Hon 5400 Series Chair,Chairs,Chairs,9,202.52,0.0,1822.68,Ethan,"Dec 13, 2023",2023-12-20,Same Day,Bank Transfer
CA-2021-000633,Brosina Hoffman,Consumer,Los Angeles,California,United States,Central,Acco 5-Section Folders,OFFICE SUPPLIES,Storage,6,4.46,0.3,18.73,,07/17/2022,2022-07-20,First Class,PayPal
CA-2022-001307,Pete Kriz,Consumer,Madison,Wisconsin,United States,East,Eldon File Cart,Office supplies ,Storage,12,21.71,0.1,234.47,Bob,"July 29, 2024",2024-08-03,First Class,Bank Transfer
CA-2021-001401,Andrew Allen,Consumer,Concord,North Carolina,United States,East,Staples,Office supplies ,Fasteners,13,2.88,0.1,33.7,Carlos,"June 11, 2024",2024-06-17,Second Class,PayPal
CA-2022-001409,Priya Kumaran,Corporate,Austin,Texas,United States,West,Bush Somerset Bookcase,Bookcases,Bookcases,6,142.28,0.0,853.68,Carlos,10/16/2022,2022-10-21,Same Day,Credit Card
CA-2023-001249,Zuschuss Donatelli,Corporate,San Francisco,California,United States,West,Avery Binders,Office Supplies,Binders,13,$12.49,0.2,129.9,Bob,"August 02, 2024",2024-08-08,Same Day,Bank Transfer
CA-2021-001973,Ranjit Bhatia,Consumer,Houston,Texas,United States,East,Eldon File Cart,Office supplies ,Storage,4,23.98,0.0,95.92,Ethan,"Sep 18, 2023",2023-09-23,First Class,Debit Card
CA-2022-001255,Ranjit Bhatia,Consumer,Houston,Texas,United States,Central,Bush Somerset Bookcase,Bookcases,Bookcases,11,149.53,0.2,1315.86,Ethan,2022-06-25,2022-06-29,Standard Class,Bank Transfer
CA-2024-001497,Irene Maddox,Consumer,Seattle,Washington,United States,South,Dell XPS 15 Laptop,technology,Machines,12,1173.86,0.2,11269.06,Anna,"Mar 02, 2023",2023-03-06,Standard Class,Bank Transfer
CA-2021-001372,Claire Gute,Consumer,Henderson,Kentucky,United States,Central,Staples,office supplies,Fasteners,10,3.03,0.0,30.3,Diana,"September 04, 2022",2022-09-10,Same Day,Net 30
CA-2022-001530,Harold Pawlan,Home Office,Fort Worth,Texas,United States,South,Acco 5-Section Folders,OFFICE SUPPLIES,Storage,11,4.63,0.2,40.74,Diana,10/11/2022,2022-10-16,Same Day,Net 30
CA-2024-001664,Darrin Van Huff,Corporate,Los Angeles,California,United States,East,Dell XPS 15 Laptop,Technology,Machines,1,1333.61,0.0,1333.61,,2021-10-25,2021-10-30,Second Class,Net 30
CA-2024-001355,Alejandro Grove,Consumer,West Jordan,Utah,United States,South,Fellowes PB500 Binder,office supplies,Binders,8,202.6,0.0,1620.8,Ethan,"May 13, 2024",2024-05-20,Same Day,Credit Card
CA-2021-001946,Harold Pawlan,Home Office,Fort Worth,Texas,United States,East,Dell XPS 15 Laptop,Technology,Machines,10,$1249.00,0.0,12490.0,,03/07/2022,2022-03-13,Standard Class,PayPal
CA-2023-001921,Zuschuss Donatelli,Corporate,San Francisco,California,United States,East,Ikea Galant Desk,FURNITURE,Tables,1,309.73,0.0,309.73,Ethan,"December 07, 2022",2022-12-12,First Class,Debit Card
CA-2024-001644,Julia West,Home Office,Charlotte,North Carolina,United States,West,Apple iPhone 14, Technology,Phones,8,761.51,0.0,6092.08,Bob,2024-02-18,2024-02-23,First Class,Credit Card
CA-2021-001868,Claire Gute,Consumer,Henderson,Kentucky,United States,Central,Apple iPhone 14, Technology,Phones,8,873.06,0.0,6984.48,Farah,"June 02, 2022",2022-06-06,Same Day,Net 30
CA-2024-000796,Julia West,Home Office,Charlotte,North Carolina,United States,South,Xerox 1967,office supplies,Paper,15,$6.75,0.1,91.12,Farah,"September 03, 2021",2021-09-06,Standard Class,Bank Transfer
CA-2023-000646,Claire Gute,Consumer,Henderson,Kentucky,United States,South,Hon 5400 Series Chair,Chairs,Chairs,1,$210.00,0.3,147.0,Bob,"Oct 15, 2024",2024-10-22,Same Day,Credit Card
CA-2022-001013,Ranjit Bhatia,Consumer,Houston,Texas,United States,Central,Cisco TelePresence,technology,Phones,4,4164.88,0.0,16659.52,Anna,"November 22, 2022",2022-11-27,Standard Class,Debit Card
CA-2024-001858,Priya Kumaran,Corporate,Austin,Texas,United States,South,Apple iPhone 14,technology,Phones,11,831.84,0.0,9150.24,Carlos,"December 15, 2024",2024-12-21,Standard Class,
CA-2023-000557,Darrin Van Huff,Corporate,Los Angeles,California,United States,South,Staples,Office Supplies,Fasteners,14,2.92,0.1,36.79,Diana,08/07/2022,2022-08-14,First Class,Bank Transfer
CA-2022-000682,Priya Kumaran,Corporate,Austin,Texas,United States,East,Cisco TelePresence,TECHNOLOGY,Phones,13,3806.32,0.0,49482.16,Ethan,2021-06-29,2021-07-01,First Class,Debit Card
CA-2024-000578,Neil French,Corporate,Dover,Delaware,United States,South,Acco 5-Section Folders,Office supplies ,Storage,4,4.47,0.1,16.09,Ethan,"Apr 13, 2022",2022-04-16,First Class,Credit Card
CA-2022-001110,Alejandro Grove,Consumer,West Jordan,Utah,United States,South,Fellowes PB500 Binder,Office Supplies,Binders,7,211.71,0.0,1481.97,Bob,"Mar 27, 2024",2024-03-31,Second Class,Credit Card
CA-2022-001267,Neil French,Corporate,Dover,Delaware,United States,East,Eldon File Cart,Office supplies ,Storage,9,22.49,0.1,182.17,Anna,2021-05-09,2021-05-11,Second Class,Bank Transfer
CA-2021-001723,Sean O'Donnell,Consumer,Fort Lauderdale,Florida,United States,West,Canon PC1080F Copier, Technology,Copiers,5,527.03,,2635.15,Carlos,"October 24, 2023",2023-10-29,First Class,Bank Transfer
CA-2024-001184,Harold Pawlan,Home Office,Fort Worth,Texas,United States,West,Staples,Office Supplies,Fasteners,2,2.85,0.2,4.56,Ethan,"May 04, 2023",2023-05-06,First Class,Credit Card
CA-2024-000525,Claire Gute,Consumer,Henderson,Kentucky,United States,Central,Dell XPS 15 Laptop,TECHNOLOGY,Machines,7,1204.64,0.0,8432.48,Bob,09/28/2023,2023-09-30,First Class,Net 30
CA-2021-001060,Darrin Van Huff,Corporate,Los Angeles,California,United States,West,Fellowes PB500 Binder,office supplies,Binders,6,$199.00,0.0,1194.0,Farah,"Jul 02, 2024",2024-07-06,First Class,Net 30
CA-2024-000541,Zuschuss Donatelli,Corporate,San Francisco,California,United States,South,Avery Binders,OFFICE SUPPLIES,Binders,2,12.53,0.3,17.54,Farah,"Sep 24, 2021",2021-09-30,Second Class,Net 30
CA-2023-001195,Darrin Van Huff,Corporate,Los Angeles,California,United States,,Bush Somerset Bookcase,Bookcases,Bookcases,6,$145.99,0.0,875.94,Bob,2022-09-07,2022-09-12,Standard Class,Debit Card
CA-2022-001679,Ranjit Bhatia,Consumer,Houston,Texas,United States,South,Canon PC1080F Copier, Technology,Copiers,5,$499.00,0.0,2495.0,Farah,11/08/2024,2024-11-14,Standard Class,Net 30
CA-2022-000749,Alejandro Grove,Consumer,West Jordan,Utah,United States,South,Apple iPhone 14,technology,Phones,12,869.02,0.0,10428.24,Ethan,"Jul 08, 2021",2021-07-14,Standard Class,Debit Card
CA-2023-001871,Claire Gute,Consumer,Henderson,Kentucky,United States,East,Staples,Office Supplies,Fasteners,2,3.01,0.0,6.02,Anna,06/25/2021,2021-06-29,First Class,Debit Card
CA-2023-001431,Irene Maddox,Consumer,Seattle,Washington,United States,South,Dell XPS 15 Laptop,Technology,Machines,13,1351.24,0.3,12296.28,Anna,03/07/2024,2024-03-11,Standard Class,Credit Card
CA-2023-000485,Irene Maddox,Consumer,Seattle,Washington,United States,East,Hon 5400 Series Chair,Chairs,Chairs,8,223.84,0.1,1611.65,Bob,"December 24, 2024",2024-12-30,Same Day,Credit Card
CA-2021-001758,Alejandro Grove,Consumer,West Jordan,Utah,United States,West,Bush Somerset Bookcase,Bookcases,Bookcases,8,144.56,0.0,1156.48,Carlos,2023-02-02,2023-02-07,Second Class,Credit Card
CA-2022-000096,Harold Pawlan,Home Office,Fort Worth,Texas,United States,West,Hon 5400 Series Chair,Chairs,Chairs,6,202.09,0.0,1212.54,Ethan,2024-03-08,2024-03-14,Standard Class,Credit Card
CA-2023-001021,Sean O'Donnell,Consumer,Fort Lauderdale,Florida,United States,East,Staples,Office Supplies,Fasteners,9,3.08,0.0,27.72,Farah,09/04/2023,2023-09-11,First Class,Bank Transfer
CA-2024-000564,Harold Pawlan,Home Office,Fort Worth,Texas,United States,,Bush Somerset Bookcase,Bookcases,Bookcases,1,$145.99,0.0,145.99,Carlos,"Jan 28, 2021",2021-01-31,First Class,
CA-2021-001265,Claire Gute,Consumer,Henderson,Kentucky,United States,,Bush Somerset Bookcase,Bookcases,Bookcases,8,134.26,0.3,751.86,Bob,"October 26, 2021",2021-10-29,First Class,PayPal
CA-2023-000743,Julia West,Home Office,Charlotte,North Carolina,United States,East,Cisco TelePresence,technology,Phones,9,4153.76,0.3,26168.69,Bob,2022-03-26,2022-04-02,Standard Class,
CA-2021-000864,Alejandro Grove,Consumer,West Jordan,Utah,United States,South,Xerox 1967,office supplies,Paper,10,7.26,0.0,72.6,Carlos,2022-01-04,2022-01-09,Same Day,Credit Card
CA-2024-001599,Priya Kumaran,Corporate,Austin,Texas,United States,West,Apple iPhone 14,technology,Phones,1,874.12,0.0,874.12,Anna,2022-01-22,2022-01-29,First Class,Debit Card
CA-2024-001715,Priya Kumaran,Corporate,Austin,Texas,United States,East,Hon 5400 Series Chair,Chairs,Chairs,2,$210.00,0.2,336.0,Ethan,2022-04-01,2022-04-06,Second Class,PayPal
CA-2024-001485,Claire Gute,Consumer,Henderson,Kentucky,United States,West,Fellowes PB500 Binder,OFFICE SUPPLIES,Binders,11,$199.00,0.1,1970.1,Ethan,2021-12-24,2021-12-29,Same Day,Net 30
CA-2024-000892,Andrew Allen,Consumer,Concord,North Carolina,United States,South,Logitech MX Master Mouse,TECHNOLOGY,Accessories,4,95.29,0.2,304.93,Ethan,10/21/2023,2023-10-25,Standard Class,Credit Card
CA-2021-001578,Pete Kriz,Consumer,Madison,Wisconsin,United States,East,Logitech MX Master Mouse, Technology,Accessories,5,95.96,0.0,479.8,Ethan,11/02/2022,2022-11-09,Standard Class,Net 30
CA-2021-001039,Priya Kumaran,Corporate,Austin,Texas,United States,South,Cisco TelePresence, Technology,Phones,7,4319.78,0.1,27214.61,Bob,2022-06-04,2022-06-10,Second Class,Credit Card
CA-2023-000207,Alejandro Grove,Consumer,West Jordan,Utah,United States,Central,Canon PC1080F Copier, Technology,Copiers,7,$499.00,0.3,2445.1,Anna,2022-05-22,2022-05-26,Same Day,Credit Card
CA-2024-000393,Irene Maddox,Consumer,Seattle,Washington,United States,East,Dell XPS 15 Laptop,technology,Machines,10,1316.37,0.0,13163.7,Bob,"Dec 18, 2022",2022-12-24,Second Class,Net 30
CA-2023-000795,Claire Gute,Consumer,Henderson,Kentucky,United States,,Fellowes PB500 Binder,Office Supplies,Binders,12,189.44,0.0,2273.28,Farah,"August 15, 2021",2021-08-17,Same Day,Net 30
CA-2024-000871,Priya Kumaran,Corporate,Austin,Texas,United States,East,Bush Somerset Bookcase,Bookcases,Bookcases,13,148.86,0.0,1935.18,Carlos,01/11/2024,2024-01-17,Second Class,Net 30
CA-2022-000398,Pete Kriz,Consumer,Madison,Wisconsin,United States,East,Bush Somerset Bookcase,Bookcases,Bookcases,15,132.55,0.2,1590.6,,"Sep 17, 2022",2022-09-21,First Class,Net 30
CA-2022-000767,Julia West,Home Office,Charlotte,North Carolina,United States,South,Acco 5-Section Folders,Office supplies ,Storage,10,4.1,0.3,28.7,Carlos,10/11/2022,2022-10-13,Standard Class,PayPal
CA-2024-001860,Zuschuss Donatelli,Corporate,San Francisco,California,United States,South,Logitech MX Master Mouse, Technology,Accessories,11,93.72,0.0,1030.92,Diana,08/27/2021,2021-09-02,Standard Class,Bank Transfer
CA-2023-001242,Irene Maddox,Consumer,Seattle,Washington,United States,East,Logitech MX Master Mouse,Technology,Accessories,3,95.96,0.0,287.88,Carlos,"October 11, 2024",2024-10-18,Second Class,Debit Card
CA-2024-001029,Darrin Van Huff,Corporate,Los Angeles,California,United States,East,Eldon File Cart,office supplies,Storage,11,23.45,0.2,206.36,Ethan,12/29/2021,2022-01-03,Standard Class,Bank Transfer
CA-2021-001793,,Home Office,Fort Worth,Texas,United States,West,Staples,Office supplies ,Fasteners,8,$2.99,0.1,21.53,Bob,"Aug 04, 2024",2024-08-07,First Class,Credit Card
CA-2022-000643,Neil French,Corporate,Dover,Delaware,United States,West,Fellowes PB500 Binder,Office supplies ,Binders,15,206.97,0.3,2173.18,Ethan,09/02/2022,2022-09-07,Same Day,PayPal
CA-2021-001912,Ranjit Bhatia,Consumer,Houston,Texas,United States,Central,Logitech MX Master Mouse, Technology,Accessories,9,95.53,0.0,859.77,Anna,"Jan 08, 2021",2021-01-15,Same Day,Debit Card
CA-2024-000613,Brosina Hoffman,Consumer,Los Angeles,California,United States,East,Avery Binders,Office Supplies,Binders,8,12.09,0.0,96.72,Farah,11/15/2022,2022-11-21,Same Day,Bank Transfer
CA-2024-001763,Julia West,Home Office,Charlotte,North Carolina,United States,South,Acco 5-Section Folders,Office Supplies,Storage,3,$4.25,0.0,12.75,Diana,04/24/2022,2022-04-28,Standard Class,Bank Transfer
CA-2024-000961,Darrin Van Huff,Corporate,Los Angeles,California,United States,East,Bush Somerset Bookcase,Bookcases,Bookcases,15,140.7,0.3,1477.35,Diana,"May 30, 2021",2021-06-02,Second Class,Credit Card
CA-2023-001571,Ranjit Bhatia,Consumer,Houston,Texas,United States,West,Apple iPhone 14,TECHNOLOGY,Phones,9,837.03,0.2,6026.62,Bob,"December 11, 2022",2022-12-17,First Class,Debit Card
CA-2024-000726,Julia West,Home Office,Charlotte,North Carolina,United States,South,Eldon File Cart,Office supplies ,Storage,7,23.14,0.2,129.58,Ethan,"Jun 03, 2021",2021-06-06,First Class,
CA-2022-000684,Neil French,Corporate,Dover,Delaware,United States,South,Ikea Galant Desk,furniture,Tables,10,313.79,0.2,2510.32,Farah,08/02/2023,2023-08-06,Same Day,Debit Card
CA-2024-000099,Claire Gute,Consumer,Henderson,Kentucky,United States,,Hon 5400 Series Chair,Chairs,Chairs,12,194.43,0.2,1866.53,Diana,"December 12, 2024",2024-12-15,Standard Class,PayPal
CA-2024-000805,Andrew Allen,Consumer,Concord,North Carolina,United States,East,Canon PC1080F Copier, Technology,Copiers,2,476.59,0.2,762.54,Bob,"Dec 03, 2024",2024-12-10,First Class,PayPal
CA-2023-001752,Irene Maddox,Consumer,Seattle,Washington,United States,East,Xerox 1967,Office supplies ,Paper,14,7.01,0.0,98.14,Farah,12/22/2022,2022-12-26,Same Day,Net 30
CA-2022-001598,Darrin Van Huff,Corporate,Los Angeles,California,United States,Central,Eldon File Cart,OFFICE SUPPLIES,Storage,12,21.04,,252.48,Ethan,"Jun 30, 2024",2024-07-07,First Class,PayPal
CA-2024-000407,,Consumer,Madison,Wisconsin,United States,East,Eldon File Cart,Office Supplies,Storage,15,$22.99,0.0,344.85,Bob,"Nov 29, 2023",2023-12-05,First Class,PayPal
CA-2022-000503,Claire Gute,Consumer,Henderson,Kentucky,United States,Central,Apple iPhone 14,Technology,Phones,5,869.8,0.2,3479.2,Carlos,02/01/2022,2022-02-08,First Class,Net 30
CA-2021-001072,Pete Kriz,Consumer,Madison,Wisconsin,United States,Central,Dell XPS 15 Laptop,Technology,Machines,15,1278.94,0.1,17265.69,Ethan,"Jun 13, 2021",2021-06-20,First Class,Bank Transfer
CA-2021-001057,Irene Maddox,Consumer,Seattle,Washington,United States,South,Logitech MX Master Mouse, Technology,Accessories,3,82.82,0.2,198.77,Bob,11/24/2021,2021-11-27,Same Day,Net 30
CA-2021-000930,Sean O'Donnell,Consumer,Fort Lauderdale,Florida,United States,South,Staples,Office supplies ,Fasteners,6,3.11,0.0,18.66,Carlos,"Feb 09, 2022",2022-02-15,Standard Class,Credit Card
CA-2021-000780,Priya Kumaran,Corporate,Austin,Texas,United States,East,Avery Binders,office supplies,Binders,2,12.73,0.0,25.46,Diana,"October 18, 2021",2021-10-22,First Class,Debit Card
CA-2023-001864,Andrew Allen,Consumer,Concord,North Carolina,United States,South,Staples,Office supplies ,Fasteners,10,2.84,0.0,28.4,Carlos,"May 09, 2021",2021-05-14,Second Class,PayPal
CA-2021-000201,Darrin Van Huff,Corporate,Los Angeles,California,United States,Central,Apple iPhone 14, Technology,Phones,11,804.42,0.3,6194.03,Carlos,"Oct 04, 2022",2022-10-10,Same Day,Bank Transfer
CA-2024-000135,Claire Gute,Consumer,Henderson,Kentucky,United States,East,Eldon File Cart,office supplies,Storage,14,$22.99,,321.86,Diana,"August 06, 2024",2024-08-12,First Class,Net 30
CA-2021-001052,Alejandro Grove,Consumer,West Jordan,Utah,United States,South,Eldon File Cart,Office supplies ,Storage,13,22.41,0.0,291.33,Carlos,03/14/2022,2022-03-19,Same Day,Credit Card
CA-2024-000041,Alejandro Grove,Consumer,West Jordan,Utah,United States,East,Logitech MX Master Mouse, Technology,Accessories,12,91.85,0.0,1102.2,Diana,"September 27, 2023",2023-09-30,First Class,PayPal
CA-2024-001018,Sean O'Donnell,Consumer,Fort Lauderdale,Florida,United States,Central,Eldon File Cart,OFFICE SUPPLIES,Storage,9,23.58,0.1,191.0,Carlos,"June 20, 2022",2022-06-27,Second Class,Net 30
CA-2021-000231,Julia West,Home Office,Charlotte,North Carolina,United States,Central,Fellowes PB500 Binder,OFFICE SUPPLIES,Binders,9,188.86,0.0,1699.74,Anna,04/20/2023,2023-04-22,Same Day,Net 30
CA-2022-001514,Sean O'Donnell,Consumer,Fort Lauderdale,Florida,United States,,Hon 5400 Series Chair,Chairs,Chairs,13,225.63,0.0,2933.19,Bob,02/12/2022,2022-02-15,Standard Class,Debit Card
CA-2023-001797,Zuschuss Donatelli,Corporate,San Francisco,California,United States,South,Staples,Office supplies ,Fasteners,6,2.76,0.3,11.59,Ethan,"Jun 13, 2021",2021-06-20,Second Class,PayPal
CA-2021-000379,Neil French,Corporate,Dover,Delaware,United States,East,Avery Binders,office supplies,Binders,1,11.57,0.0,11.57,Ethan,"Feb 18, 2022",2022-02-20,Same Day,PayPal
CA-2021-000289,Darrin Van Huff,Corporate,Los Angeles,California,United States,West,Cisco TelePresence,TECHNOLOGY,Phones,15,4240.75,0.3,44527.88,Diana,"Jun 17, 2023",2023-06-20,Same Day,Credit Card
CA-2021-000419,Claire Gute,Consumer,Henderson,Kentucky,United States,Central,Avery Binders,Office supplies ,Binders,1,13.23,0.3,9.26,,"Mar 01, 2022",2022-03-07,Second Class,Credit Card
CA-2023-001699,Darrin Van Huff,Corporate,Los Angeles,California,United States,West,Xerox 1967,OFFICE SUPPLIES,Paper,4,6.62,0.0,26.48,Anna,"September 13, 2023",2023-09-18,Standard Class,PayPal
CA-2024-000392,Zuschuss Donatelli,Corporate,San Francisco,California,United States,South,Logitech MX Master Mouse,Technology,Accessories,9,82.28,0.1,666.47,Carlos,2022-10-25,2022-11-01,First Class,Debit Card
CA-2021-000593,Julia West,Home Office,Charlotte,North Carolina,United States,West,Apple iPhone 14,Technology,Phones,11,$799.99,0.0,8799.89,Ethan,"December 19, 2024",2024-12-21,Standard Class,Bank Transfer
CA-2021-001523,Zuschuss Donatelli,Corporate,San Francisco,California,United States,West,Samsung 27in Monitor, Technology,Machines,2,321.06,0.0,642.12,Farah,2021-06-26,2021-06-28,First Class,Bank Transfer
CA-2023-001163,Ahmed Hassan,Consumer,New York,New York,United States,Central,Acco 5-Section Folders,Office supplies ,Storage,8,$4.25,0.3,23.8,Farah,"July 31, 2023",2023-08-04,First Class,Bank Transfer
CA-2023-001087,Brosina Hoffman,Consumer,Los Angeles,California,United States,South,Logitech MX Master Mouse,Technology,Accessories,10,83.92,0.0,839.2,Carlos,2022-10-24,2022-10-26,Second Class,Net 30
CA-2023-001496,Ahmed Hassan,Consumer,New York,New York,United States,East,Avery Binders,OFFICE SUPPLIES,Binders,7,12.2,0.0,85.4,Anna,2023-05-24,2023-05-31,Same Day,Debit Card
CA-2021-000648,Pete Kriz,Consumer,Madison,Wisconsin,United States,South,Eldon File Cart,OFFICE SUPPLIES,Storage,5,21.48,0.0,107.4,Bob,05/28/2024,2024-05-30,Standard Class,Credit Card
CA-2024-001153,Pete Kriz,Consumer,Madison,Wisconsin,United States,West,Acco 5-Section Folders,office supplies,Storage,9,4.34,0.3,27.34,Anna,"Apr 10, 2023",2023-04-14,Second Class,Credit Card
CA-2024-001368,Neil French,Corporate,Dover,Delaware,United States,Central,Bush Somerset Bookcase,Bookcases,Bookcases,10,138.66,0.2,1109.28,Farah,"Mar 22, 2023",2023-03-29,Standard Class,Net 30
CA-2022-000521,Ranjit Bhatia,Consumer,Houston,Texas,United States,East,Avery Binders,Office supplies ,Binders,10,12.89,0.3,90.23,Diana,"Jan 10, 2024",2024-01-16,First Class,PayPal
CA-2023-001863,Pete Kriz,Consumer,Madison,Wisconsin,United States,Central,Dell XPS 15 Laptop,technology,Machines,10,1147.53,,10327.77,Diana,"June 12, 2024",2024-06-14,Standard Class,
CA-2024-001881,Brosina Hoffman,Consumer,Los Angeles,California,United States,West,Apple iPhone 14, Technology,Phones,3,836.74,0.2,2008.18,Carlos,"Jan 01, 2023",2023-01-04,First Class,Debit Card
CA-2024-000065,Ranjit Bhatia,Consumer,Houston,Texas,United States,East,Hon 5400 Series Chair,Chairs,Chairs,11,191.17,0.0,2102.87,Anna,"January 30, 2024",2024-02-02,Second Class,Debit Card
CA-2022-001837,Julia West,Home Office,Charlotte,North Carolina,United States,West,Xerox 1967,office supplies,Paper,4,6.24,0.2,19.97,Diana,2023-10-27,2023-11-02,Standard Class,Credit Card
CA-2024-000015,Zuschuss Donatelli,Corporate,San Francisco,California,United States,South,Hon 5400 Series Chair,Chairs,Chairs,4,222.91,0.0,891.64,Diana,"Jul 13, 2021",2021-07-15,Standard Class,Credit Card
CA-2023-001181,Harold Pawlan,Home Office,Fort Worth,Texas,United States,South,Fellowes PB500 Binder,Office supplies ,Binders,9,203.48,0.2,1465.06,Anna,2022-02-07,2022-02-12,First Class,Net 30
CA-2021-001065,Brosina Hoffman,Consumer,Los Angeles,California,United States,West,Hon 5400 Series Chair,Chairs,Chairs,5,227.36,0.3,795.76,Anna,"June 23, 2021",2021-06-30,Second Class,Credit Card
CA-2021-000493,Ahmed Hassan,Consumer,New York,New York,United States,South,Apple iPhone 14,TECHNOLOGY,Phones,13,811.79,0.0,10553.27,Anna,"Mar 03, 2024",2024-03-10,Second Class,Bank Transfer
CA-2022-000380,Alejandro Grove,Consumer,West Jordan,Utah,United States,South,Ikea Galant Desk,Furniture,Tables,12,291.6,0.0,3499.2,Anna,2024-05-25,2024-06-01,Same Day,Credit Card
CA-2022-000188,Julia West,Home Office,Charlotte,North Carolina,United States,Central,Fellowes PB500 Binder,office supplies,Binders,9,218.03,0.2,1569.82,Carlos,"Dec 04, 2023",2023-12-07,First Class,PayPal
CA-2021-000764,Ranjit Bhatia,Consumer,Houston,Texas,United States,South,Cisco TelePresence,technology,Phones,1,3888.22,0.1,3499.4,Carlos,2023-08-28,2023-08-31,First Class,Debit Card
CA-2022-000217,Harold Pawlan,Home Office,Fort Worth,Texas,United States,East,Avery Binders,office supplies,Binders,12,11.5,0.0,138.0,Ethan,"Sep 05, 2022",2022-09-08,Standard Class,
CA-2021-000792,Andrew Allen,Consumer,Concord,North Carolina,United States,South,Xerox 1967,Office Supplies,Paper,14,6.12,0.2,68.54,Anna,"December 17, 2023",2023-12-19,Same Day,Net 30
CA-2024-001077,Andrew Allen,Consumer,Concord,North Carolina,United States,West,Eldon File Cart,Office supplies ,Storage,14,21.74,0.1,273.92,Diana,"May 27, 2024",2024-06-03,Standard Class,Net 30
CA-2024-000879,Darrin Van Huff,Corporate,Los Angeles,California,United States,,Xerox 1967,Office supplies ,Paper,8,6.97,0.0,55.76,Farah,11/28/2024,2024-12-03,Second Class,Credit Card
CA-2022-000338,Ranjit Bhatia,Consumer,Houston,Texas,United States,East,Bush Somerset Bookcase,Bookcases,Bookcases,8,147.72,0.1,1063.58,Farah,"June 04, 2022",2022-06-08,Second Class,PayPal
CA-2021-001773,Andrew Allen,Consumer,Concord,North Carolina,United States,South,Logitech MX Master Mouse, Technology,Accessories,13,93.03,0.0,1209.39,Diana,2024-05-18,2024-05-25,Standard Class,Credit Card
CA-2022-000720,Claire Gute,Consumer,Henderson,Kentucky,United States,Central,Bush Somerset Bookcase,Bookcases,Bookcases,7,140.28,0.0,981.96,,"January 15, 2023",2023-01-19,Second Class,Credit Card
CA-2021-001749,Irene Maddox,Consumer,Seattle,Washington,United States,West,Samsung 27in Monitor,Technology,Machines,10,359.54,0.3,2516.78,Anna,"Jun 03, 2022",2022-06-07,First Class,Debit Card
CA-2023-000296,Alejandro Grove,Consumer,West Jordan,Utah,United States,West,Dell XPS 15 Laptop,Technology,Machines,12,$1249.00,0.0,14988.0,,"Oct 06, 2023",2023-10-09,Standard Class,PayPal
CA-2021-001726,Julia West,Home Office,Charlotte,North Carolina,United States,Central,Apple iPhone 14, Technology,Phones,4,814.38,0.0,3257.52,Farah,03/08/2021,2021-03-14,Same Day,Credit Card
CA-2024-001017,Ahmed Hassan,Consumer,New York,New York,United States,South,Canon PC1080F Copier, Technology,Copiers,8,470.65,0.0,3765.2,Ethan,2022-08-31,2022-09-03,Second Class,
CA-2024-001276,Andrew Allen,Consumer,Concord,North Carolina,United States,Central,Apple iPhone 14,technology,Phones,5,836.15,0.0,4180.75,Ethan,2024-03-31,2024-04-04,Standard Class,Credit Card
